"V1","V2","V3","V4","V5","y"
1000,3.3,0.1016,39.6,0.00245138,131.971
400,15.6,0.1016,39.6,0.0528487,120.484
4000,12.3,0.1016,55.5,0.0368233,114.404
2500,0,0.1524,55.5,0.00172668,127.763
3150,12.6,0.1524,71.3,0.0483159,113.334
500,0,0.2286,39.6,0.00253511,126.195
200,9.9,0.1524,71.3,0.0193001,134.319
800,12.3,0.1016,71.3,0.0337792,127.318
12500,4.8,0.0254,71.3,0.000848633,127.688
1000,8.4,0.0508,31.7,0.00580776,129.516
3150,4,0.3048,71.3,0.00497773,121.775
630,4.8,0.0254,31.7,0.000930789,120.078
4000,12.3,0.1016,39.6,0.0408268,110.905
500,5.4,0.1524,39.6,0.00485029,129.937
250,12.7,0.0254,71.3,0.0121808,119.698
3150,2,0.2286,55.5,0.00313525,123.742
3150,19.7,0.0508,71.3,0.0341183,116.225
4000,15.4,0.0508,39.6,0.0282593,118.113
1600,3.3,0.1016,55.5,0.002211,133.649
1000,0,0.2286,55.5,0.00229336,128.29
1250,3,0.3048,39.6,0.00495741,125.802
5000,12.3,0.1016,71.3,0.0337792,116.108
1600,3,0.3048,31.7,0.00529514,122.088
315,22.2,0.0254,71.3,0.0214178,115.857
4000,15.4,0.0508,55.5,0.0271925,120.92
3150,2,0.2286,39.6,0.00346574,121.627
6300,0,0.2286,55.5,0.00229336,118.41
10000,7.2,0.1524,71.3,0.00752039,110.313
1250,0,0.1016,39.6,0.00146332,132.271
5000,17.4,0.0254,39.6,0.0172206,119.854
1000,0,0.1524,71.3,0.0015988,127.307
800,9.9,0.1524,71.3,0.0193001,128.879
4000,0,0.1524,71.3,0.0015988,128.857
5000,3.3,0.1016,55.5,0.002211,124.839
1250,2,0.2286,71.3,0.00293031,128.816
6300,9.9,0.1524,31.7,0.0252785,108.689
1600,1.5,0.3048,39.6,0.00392107,122.211
1000,4,0.3048,39.6,0.00579636,128.723
1250,2,0.2286,39.6,0.00346574,128.257
10000,0,0.0508,31.7,0.000812164,122.45
800,7.3,0.2286,39.6,0.0123481,126.299
3150,9.5,0.0254,71.3,0.00420654,136.166
800,2,0.2286,31.7,0.00372371,130.307
500,2,0.2286,31.7,0.00372371,126.677
630,15.4,0.0508,39.6,0.0282593,127.443
5000,7.3,0.2286,71.3,0.0104404,115.298
3150,8.4,0.0508,31.7,0.00580776,122.086
3150,4,0.3048,39.6,0.00579636,118.743
200,11.2,0.0508,39.6,0.0150478,125.01
315,17.4,0.0254,31.7,0.0176631,118.416
400,5.3,0.2286,39.6,0.00614329,131.221
1000,0,0.1524,39.6,0.00193287,130.033
5000,7.2,0.1524,39.6,0.00909175,113.288
5000,4,0.2286,39.6,0.00473801,117.649
5000,5.3,0.2286,39.6,0.00614329,115.311
315,0,0.3048,39.6,0.00310138,122.779
6300,15.4,0.0508,71.3,0.0264269,115.215
630,0,0.2286,31.7,0.0027238,129.465
4000,8.4,0.0508,39.6,0.00566229,118.955
4000,9.5,0.0254,55.5,0.0043284,131.582
2500,1.5,0.3048,71.3,0.00336729,124.512
6300,4.2,0.0508,39.6,0.00152689,125.717
315,2,0.2286,39.6,0.00346574,120.137
3150,9.9,0.1524,31.7,0.0252785,112.209
1000,0,0.3048,55.5,0.00283081,126.966
4000,5.4,0.1524,71.3,0.00401199,121.431
500,4,0.2286,31.7,0.00509068,128.939
2000,2,0.2286,55.5,0.00313525,124.612
1600,7.2,0.1524,39.6,0.00909175,120.058
1600,5.4,0.1524,39.6,0.00485029,126.267
5000,0,0.0508,71.3,0.000740478,134.43
5000,0,0.0508,39.6,0.000791822,134.308
1000,8.9,0.1016,39.6,0.0124596,129.58
6300,12.7,0.0254,39.6,0.0130253,123.177
1600,4.2,0.0508,39.6,0.00152689,130.197
200,17.4,0.0254,31.7,0.0176631,116.146
2500,0,0.3048,71.3,0.00266337,125.571
2500,22.2,0.0254,71.3,0.0214178,126.097
800,0,0.0508,39.6,0.000791822,126.508
2500,4.8,0.0254,71.3,0.000848633,130.828
5000,9.5,0.0254,71.3,0.00420654,131.186
2000,8.9,0.1016,71.3,0.0103088,124.233
200,17.4,0.0254,71.3,0.016104,112.506
500,2,0.2286,39.6,0.00346574,125.157
2500,0,0.2286,39.6,0.00253511,125.025
800,2.7,0.1524,39.6,0.00294804,128.829
1600,3.3,0.1016,39.6,0.00245138,133.071
315,12.3,0.1016,31.7,0.0418756,124.717
12500,0,0.3048,39.6,0.00310138,109.619
800,4,0.3048,71.3,0.00497773,131.755
1000,0,0.1016,55.5,0.00131983,129.8
400,5.4,0.1524,39.6,0.00485029,127.637
4000,7.2,0.1524,39.6,0.00909175,114.258
1250,2,0.2286,55.5,0.00313525,128.762
5000,0,0.3048,71.3,0.00266337,121.301
800,19.7,0.0508,39.6,0.036484,119.174
630,4,0.2286,39.6,0.00473801,129.579
4000,0,0.3048,39.6,0.00310138,119.229
1600,12.3,0.1016,31.7,0.0418756,114.477
315,8.9,0.1016,39.6,0.0124596,135.38
10000,2.7,0.1524,39.6,0.00294804,112.589
1250,0,0.0508,71.3,0.000740478,128.56
315,15.4,0.0508,71.3,0.0264269,126.195
4000,15.6,0.1016,39.6,0.0528487,106.604
6300,0,0.1016,71.3,0.00121072,129.395
800,8.9,0.1016,39.6,0.0124596,130.94
1000,5.3,0.2286,71.3,0.0051942,134
315,17.4,0.0254,39.6,0.0172206,115.144
8000,0,0.1016,55.5,0.00131983,124.45
16000,0,0.0254,39.6,0.000428464,124.986
5000,0,0.1524,55.5,0.00172668,125.203
2000,12.7,0.0254,39.6,0.0130253,129.567
2500,7.3,0.2286,55.5,0.0111706,118.994
500,6.7,0.1016,39.6,0.00578076,130.955
3150,5.4,0.1524,31.7,0.00525474,118.291
1250,3,0.3048,31.7,0.00529514,124.838
10000,3,0.3048,71.3,0.00425727,110.224
1250,0,0.1524,71.3,0.0015988,128.927
12500,0,0.0508,39.6,0.000791822,123.988
5000,0,0.2286,55.5,0.00229336,122.41
250,9.5,0.0254,31.7,0.00461377,120.136
10000,4,0.3048,71.3,0.00497773,110.905
1600,0,0.2286,39.6,0.00253511,127.095
400,6.7,0.1016,31.7,0.00592927,128.296
315,11.2,0.0508,71.3,0.014072,128.381
630,4,0.2286,31.7,0.00509068,130.349
800,5.3,0.2286,39.6,0.00614329,129.491
800,4,0.3048,39.6,0.00579636,130.723
2500,9.9,0.1524,71.3,0.0193001,119.639
3150,0,0.0508,39.6,0.000791822,135.938
2000,0,0.0254,55.5,0.00041229,127.623
315,15.6,0.1016,71.3,0.0437259,133.808
5000,17.4,0.0254,71.3,0.016104,123.126
250,15.4,0.0508,71.3,0.0264269,124.835
200,17.4,0.0254,55.5,0.0165706,109.951
10000,3.3,0.1016,55.5,0.002211,115.659
3150,0,0.0508,71.3,0.000740478,135.07
3150,3,0.3048,55.5,0.00452492,120.189
400,15.4,0.0508,39.6,0.0282593,125.353
1600,17.4,0.0254,39.6,0.0172206,127.614
8000,4,0.3048,71.3,0.00497773,113.665
1250,9.9,0.1524,55.5,0.0208438,121.635
500,12.6,0.1524,71.3,0.0483159,121.664
5000,12.3,0.1016,39.6,0.0408268,108.625
6300,2,0.2286,31.7,0.00372371,115.137
4000,12.3,0.1016,71.3,0.0337792,118.018
1250,11.2,0.0508,71.3,0.014072,136.191
1000,12.7,0.0254,71.3,0.0121808,131.698
2000,15.6,0.1016,71.3,0.0437259,119.888
800,17.4,0.0254,31.7,0.0176631,139.226
1600,2,0.2286,39.6,0.00346574,125.837
315,9.5,0.0254,39.6,0.00449821,119.294
2500,5.4,0.1524,39.6,0.00485029,120.497
8000,4.8,0.0254,55.5,0.000873218,132.184
200,12.6,0.1524,39.6,0.0584113,114.75
16000,2.7,0.1524,71.3,0.00243851,110.364
12500,1.5,0.3048,71.3,0.00336729,109.222
1600,15.4,0.0508,71.3,0.0264269,130.065
2500,0,0.0508,31.7,0.000812164,134.87
3150,0,0.1016,39.6,0.00146332,130.961
4000,5.3,0.2286,39.6,0.00614329,115.801
2500,2,0.2286,39.6,0.00346574,121.397
3150,7.3,0.2286,55.5,0.0111706,117.134
400,12.3,0.1016,31.7,0.0418756,123.207
5000,9.5,0.0254,31.7,0.00461377,124.426
800,12.7,0.0254,71.3,0.0121808,130.348
6300,9.5,0.0254,55.5,0.0043284,124.222
630,7.3,0.2286,55.5,0.0111706,130.934
2500,7.2,0.1524,71.3,0.00752039,124.353
630,12.3,0.1016,55.5,0.0368233,124.244
4000,5.4,0.1524,55.5,0.00433288,119.737
1600,3.3,0.1016,71.3,0.00202822,133.664
400,3,0.3048,31.7,0.00529514,125.398
12500,0,0.1016,71.3,0.00121072,119.375
1600,9.9,0.1524,31.7,0.0252785,117.119
2000,0,0.0508,39.6,0.000791822,132.918
8000,22.2,0.0254,71.3,0.0214178,121.657
5000,8.4,0.0508,71.3,0.00529514,121.146
4000,7.3,0.2286,31.7,0.0132672,112.639
315,5.3,0.2286,39.6,0.00614329,129.691
10000,4.8,0.0254,55.5,0.000873218,126.944
1000,0,0.1524,31.7,0.00209405,130.987
1250,8.4,0.0508,39.6,0.00566229,131.205
5000,2,0.2286,55.5,0.00313525,120.472
1250,19.7,0.0508,39.6,0.036484,118.634
1250,7.2,0.1524,39.6,0.00909175,122.428
800,0,0.2286,39.6,0.00253511,130.205
6300,12.6,0.1524,71.3,0.0483159,107.284
630,0,0.2286,55.5,0.00229336,126.16
4000,0,0.1016,39.6,0.00146332,127.801
800,0,0.1016,31.7,0.00150092,129.053
800,17.4,0.0254,55.5,0.0165706,123.091
400,4,0.3048,39.6,0.00579636,128.633
1250,0,0.1524,55.5,0.00172668,129.953
3150,12.3,0.1016,71.3,0.0337792,120.798
1250,12.3,0.1016,39.6,0.0408268,121.165
400,5.4,0.1524,71.3,0.00401199,124.121
200,17.4,0.0254,39.6,0.0172206,114.044
1600,0,0.0508,71.3,0.000740478,129.68
400,12.7,0.0254,39.6,0.0130253,125.527
4000,0,0.0508,39.6,0.000791822,135.308
1600,0,0.1524,39.6,0.00193287,131.013
3150,1.5,0.3048,39.6,0.00392107,119.111
4000,4.8,0.0254,39.6,0.000907475,134.996
630,6.7,0.1016,71.3,0.00478288,131.448
1000,7.3,0.2286,71.3,0.0104404,126.838
3150,0,0.3048,31.7,0.00331266,119.135
200,19.7,0.0508,71.3,0.0341183,118.005
500,9.9,0.1524,39.6,0.0233328,126.835
500,7.3,0.2286,55.5,0.0111706,133.174
2000,4.2,0.0508,39.6,0.00152689,132.587
500,4,0.3048,39.6,0.00579636,130.173
200,7.3,0.2286,31.7,0.0132672,128.679
10000,0,0.1524,39.6,0.00193287,115.413
2500,0,0.1524,39.6,0.00193287,126.863
16000,4.8,0.0254,55.5,0.000873218,124.394
630,3,0.3048,71.3,0.00425727,129.354
315,2,0.2286,31.7,0.00372371,120.147
6300,3.3,0.1016,55.5,0.002211,123.839
1000,15.4,0.0508,39.6,0.0282593,127.893
2000,0,0.3048,39.6,0.00310138,123.689
400,0,0.3048,31.7,0.00331266,125.045
1000,0,0.0508,39.6,0.000791822,127.638
315,9.9,0.1524,71.3,0.0193001,135.459
6300,0,0.3048,31.7,0.00331266,113.775
10000,5.3,0.2286,71.3,0.0051942,111.35
2000,0,0.2286,31.7,0.0027238,123.455
500,15.6,0.1016,71.3,0.0437259,130.638
630,0,0.1016,39.6,0.00146332,125.401
1600,8.4,0.0508,71.3,0.00529514,133.846
4000,0,0.1524,55.5,0.00172668,127.233
3150,15.4,0.0508,55.5,0.0271925,123.46
1600,9.5,0.0254,39.6,0.00449821,131.184
800,1.5,0.3048,71.3,0.00336729,127.122
1000,6.7,0.1016,55.5,0.0052139,137.233
500,4,0.3048,71.3,0.00497773,130.715
400,17.4,0.0254,39.6,0.0172206,115.444
200,8.9,0.1016,39.6,0.0124596,133.42
6300,12.3,0.1016,71.3,0.0337792,113.958
2500,12.6,0.1524,39.6,0.0584113,106.88
1000,12.6,0.1524,71.3,0.0483159,122.044
500,17.4,0.0254,55.5,0.0165706,119.621
4000,9.9,0.1524,71.3,0.0193001,115.079
800,0,0.2286,55.5,0.00229336,127.53
8000,0,0.1524,71.3,0.0015988,122.527
5000,7.3,0.2286,31.7,0.0132672,111.029
6300,0,0.0508,31.7,0.000812164,130.34
250,17.4,0.0254,55.5,0.0165706,110.491
10000,0,0.0254,39.6,0.000428464,133.376
16000,0,0.3048,71.3,0.00266337,108.721
800,12.3,0.1016,55.5,0.0368233,125.114
2500,4.2,0.0508,39.6,0.00152689,133.847
4000,19.7,0.0508,71.3,0.0341183,113.045
1000,5.4,0.1524,39.6,0.00485029,130.507
1000,1.5,0.3048,39.6,0.00392107,127.581
5000,12.3,0.1016,31.7,0.0418756,107.147
8000,5.4,0.1524,55.5,0.00433288,114.927
1250,9.9,0.1524,71.3,0.0193001,122.679
800,4,0.2286,39.6,0.00473801,130.469
6300,4.8,0.0254,55.5,0.000873218,135.164
1250,3.3,0.1016,55.5,0.002211,132.769
16000,4,0.2286,71.3,0.00400603,112.768
400,11.2,0.0508,39.6,0.0150478,130.67
800,17.4,0.0254,39.6,0.0172206,135.324
2500,0,0.0254,31.7,0.000439472,132.897
1000,6.7,0.1016,39.6,0.00578076,134.515
3150,15.4,0.0508,31.7,0.0289853,118.045
1600,17.4,0.0254,31.7,0.0176631,126.846
1250,15.4,0.0508,39.6,0.0282593,126.743
8000,4.8,0.0254,31.7,0.000930789,127.008
315,7.3,0.2286,39.6,0.0123481,132.149
6300,7.3,0.2286,71.3,0.0104404,115.818
315,15.4,0.0508,31.7,0.0289853,122.845
1250,0,0.2286,71.3,0.00214345,128.144
4000,12.7,0.0254,39.6,0.0130253,126.537
8000,1.5,0.3048,39.6,0.00392107,112.251
1000,4.8,0.0254,39.6,0.000907475,122.956
3150,2.7,0.1524,71.3,0.00243851,127.054
1000,11.2,0.0508,39.6,0.0150478,132.43
1600,4.2,0.0508,71.3,0.00142788,124.318
4000,15.6,0.1016,71.3,0.0437259,113.298
800,4.8,0.0254,39.6,0.000907475,120.766
400,4,0.2286,55.5,0.0042862,123.274
2000,4.8,0.0254,31.7,0.000930789,130.148
3150,5.4,0.1524,71.3,0.00401199,123.311
2500,8.4,0.0508,71.3,0.00529514,134.226
1000,12.7,0.0254,39.6,0.0130253,130.947
6300,15.4,0.0508,39.6,0.0282593,109.663
1250,0,0.1016,55.5,0.00131983,131.43
3150,6.7,0.1016,71.3,0.00478288,124.458
1250,17.4,0.0254,55.5,0.0165706,129.301
400,12.3,0.1016,39.6,0.0408268,128.265
1250,9.9,0.1524,39.6,0.0233328,120.555
630,0,0.3048,55.5,0.00283081,127.696
1600,5.3,0.2286,71.3,0.0051942,130.46
2500,5.3,0.2286,39.6,0.00614329,116.151
16000,0,0.1524,71.3,0.0015988,113.297
2000,6.7,0.1016,31.7,0.00592927,120.446
315,7.3,0.2286,31.7,0.0132672,130.239
800,2.7,0.1524,71.3,0.00243851,127.394
1250,3.3,0.1016,31.7,0.00251435,134.022
3150,9.9,0.1524,71.3,0.0193001,116.849
4000,0,0.0254,31.7,0.000439472,137.047
1600,7.2,0.1524,71.3,0.00752039,130.893
1000,7.2,0.1524,71.3,0.00752039,134.273
400,3,0.3048,55.5,0.00452492,126.159
2500,4.2,0.0508,71.3,0.00142788,131.978
1250,4,0.3048,71.3,0.00497773,129.395
1600,7.3,0.2286,55.5,0.0111706,123.354
800,6.7,0.1016,31.7,0.00592927,132.886
6300,0,0.3048,55.5,0.00283081,117.976
12500,4.2,0.0508,71.3,0.00142788,117.328
500,12.3,0.1016,71.3,0.0337792,140.158
2000,12.7,0.0254,71.3,0.0121808,134.228
630,3.3,0.1016,31.7,0.00251435,128.952
800,0,0.1016,71.3,0.00121072,126.805
3150,15.6,0.1016,39.6,0.0528487,109.254
12500,1.5,0.3048,39.6,0.00392107,106.111
6300,12.6,0.1524,39.6,0.0584113,103.38
1000,7.3,0.2286,55.5,0.0111706,125.194
400,7.3,0.2286,31.7,0.0132672,130.269
250,17.4,0.0254,31.7,0.0176631,116.956
10000,0,0.1524,55.5,0.00172668,119.253
1250,0,0.3048,71.3,0.00266337,125.951
1250,4,0.2286,71.3,0.00400603,131.718
500,0,0.3048,39.6,0.00310138,126.959
2000,5.4,0.1524,39.6,0.00485029,124.647
8000,15.4,0.0508,71.3,0.0264269,112.675
5000,2.7,0.1524,39.6,0.00294804,121.499
630,3,0.3048,31.7,0.00529514,128.698
2500,9.5,0.0254,31.7,0.00461377,130.086
400,9.5,0.0254,31.7,0.00461377,124.756
800,8.4,0.0508,71.3,0.00529514,127.556
800,0,0.2286,31.7,0.0027238,130.725
10000,1.5,0.3048,71.3,0.00336729,113.492
12500,2.7,0.1524,71.3,0.00243851,113.034
500,4,0.2286,71.3,0.00400603,126.758
4000,15.4,0.0508,71.3,0.0264269,122.675
3150,0,0.3048,71.3,0.00266337,125.201
630,11.2,0.0508,39.6,0.0150478,133.13
400,9.9,0.1524,71.3,0.0193001,135.079
16000,0,0.0254,31.7,0.000439472,125.627
6300,3.3,0.1016,31.7,0.00251435,120.702
400,7.3,0.2286,39.6,0.0123481,132.039
200,15.4,0.0508,39.6,0.0282593,121.783
400,2,0.2286,31.7,0.00372371,123.417
10000,0,0.0508,71.3,0.000740478,128.74
8000,0,0.1524,39.6,0.00193287,120.553
800,9.5,0.0254,71.3,0.00420654,127.206
400,19.7,0.0508,39.6,0.036484,130.614
200,8.9,0.1016,71.3,0.0103088,133.503
10000,0,0.0508,55.5,0.00076193,127.636
2500,17.4,0.0254,55.5,0.0165706,124.931
1000,1.5,0.3048,71.3,0.00336729,125.992
6300,0,0.0508,39.6,0.000791822,131.918
800,12.3,0.1016,31.7,0.0418756,120.037
250,17.4,0.0254,71.3,0.016104,113.796
1250,9.5,0.0254,71.3,0.00420654,131.656
1600,0,0.1016,39.6,0.00146332,133.261
630,12.3,0.1016,39.6,0.0408268,121.315
200,15.4,0.0508,71.3,0.0264269,123.595
200,9.9,0.1524,39.6,0.0233328,127.315
4000,0,0.0254,55.5,0.00041229,133.223
5000,5.4,0.1524,31.7,0.00525474,115.691
630,2.7,0.1524,39.6,0.00294804,125.809
2500,8.4,0.0508,31.7,0.00580776,125.576
1250,9.5,0.0254,55.5,0.0043284,132.202
630,5.3,0.2286,39.6,0.00614329,132.011
2500,4.8,0.0254,39.6,0.000907475,131.236
2000,4,0.2286,39.6,0.00473801,121.659
400,3,0.3048,71.3,0.00425727,127.564
4000,5.4,0.1524,39.6,0.00485029,117.137
4000,4.8,0.0254,31.7,0.000930789,135.328
1250,17.4,0.0254,71.3,0.016104,126.356
2500,0,0.2286,31.7,0.0027238,123.445
6300,0,0.0508,55.5,0.00076193,132.796
400,7.3,0.2286,55.5,0.0111706,135.924
3150,5.3,0.2286,39.6,0.00614329,118.441
6300,2.7,0.1524,71.3,0.00243851,121.944
2000,0,0.3048,55.5,0.00283081,126.616
6300,9.5,0.0254,31.7,0.00461377,120.726
630,15.4,0.0508,55.5,0.0271925,129.33
315,5.4,0.1524,31.7,0.00525474,125.741
630,8.4,0.0508,31.7,0.00580776,125.856
1250,8.4,0.0508,55.5,0.00544854,132.252
500,5.3,0.2286,71.3,0.0051942,129.88
1000,0,0.0508,31.7,0.000812164,126.78
6300,9.9,0.1524,39.6,0.0233328,109.885
5000,0,0.2286,31.7,0.0027238,120.505
5000,0,0.0254,71.3,0.000400682,136.837
2000,4.8,0.0254,55.5,0.000873218,125.054
400,19.7,0.0508,71.3,0.0341183,123.865
4000,4.2,0.0508,39.6,0.00152689,131.807
3150,12.3,0.1016,31.7,0.0418756,110.307
1250,12.6,0.1524,71.3,0.0483159,120.154
4000,2,0.2286,31.7,0.00372371,120.527
5000,15.6,0.1016,39.6,0.0528487,106.224
1250,22.2,0.0254,71.3,0.0214178,140.987
3150,8.4,0.0508,55.5,0.00544854,128.402
4000,0,0.1016,55.5,0.00131983,129.5
2500,0,0.0254,39.6,0.000428464,131.836
3150,3,0.3048,71.3,0.00425727,121.514
5000,4.8,0.0254,39.6,0.000907475,135.426
1600,0,0.2286,71.3,0.00214345,129.134
3150,15.4,0.0508,71.3,0.0264269,125.715
2000,19.7,0.0508,39.6,0.036484,117.724
250,15.4,0.0508,39.6,0.0282593,122.893
1000,8.4,0.0508,71.3,0.00529514,129.946
6300,9.9,0.1524,71.3,0.0193001,112.039
6300,3,0.3048,39.6,0.00495741,114.042
8000,0,0.1524,55.5,0.00172668,121.903
800,15.4,0.0508,39.6,0.0282593,128.423
630,12.3,0.1016,71.3,0.0337792,135.368
1000,9.5,0.0254,39.6,0.00449821,130.374
2000,17.4,0.0254,31.7,0.0176631,124.356
2500,15.6,0.1016,39.6,0.0528487,110.264
2000,9.9,0.1524,39.6,0.0233328,117.925
5000,0,0.2286,71.3,0.00214345,124.304
1250,3.3,0.1016,71.3,0.00202822,132.304
630,2,0.2286,71.3,0.00293031,127.356
250,7.3,0.2286,31.7,0.0132672,130.089
1250,4,0.2286,31.7,0.00509068,128.119
800,12.7,0.0254,39.6,0.0130253,130.217
2000,3.3,0.1016,39.6,0.00245138,132.301
630,19.7,0.0508,71.3,0.0341183,128.365
800,9.9,0.1524,55.5,0.0208438,126.565
5000,0,0.1524,31.7,0.00209405,122.397
1600,0,0.3048,71.3,0.00266337,127.591
2000,9.9,0.1524,31.7,0.0252785,116.859
315,5.4,0.1524,39.6,0.00485029,125.347
630,0,0.1016,55.5,0.00131983,126.17
8000,0,0.0508,71.3,0.000740478,130.89
1600,11.2,0.0508,39.6,0.0150478,126.54
2500,15.4,0.0508,39.6,0.0282593,122.413
10000,2,0.2286,71.3,0.00293031,113.086
2000,2.7,0.1524,39.6,0.00294804,128.139
4000,17.4,0.0254,39.6,0.0172206,122.724
800,6.7,0.1016,39.6,0.00578076,134.625
400,2,0.2286,39.6,0.00346574,122.147
2500,0,0.0508,71.3,0.000740478,131.31
2000,22.2,0.0254,71.3,0.0214178,127.197
12500,0,0.0508,55.5,0.00076193,125.376
3150,4.8,0.0254,31.7,0.000930789,134.268
2000,17.4,0.0254,39.6,0.0172206,126.644
16000,1.5,0.3048,71.3,0.00336729,106.582
1000,2.7,0.1524,71.3,0.00243851,128.774
1250,9.9,0.1524,31.7,0.0252785,118.619
400,6.7,0.1016,39.6,0.00578076,128.295
2000,0,0.1524,71.3,0.0015988,128.647
630,0,0.1524,39.6,0.00193287,124.403
12500,0,0.0254,55.5,0.00041229,131.453
10000,0,0.0254,55.5,0.00041229,134.563
4000,3,0.3048,39.6,0.00495741,116.792
10000,0,0.1016,39.6,0.00146332,119.561
1000,7.3,0.2286,39.6,0.0123481,122.539
1250,5.3,0.2286,71.3,0.0051942,133.38
6300,8.9,0.1016,71.3,0.0103088,117.253
2000,15.4,0.0508,55.5,0.0271925,127.04
3150,0,0.0254,55.5,0.00041229,130.503
5000,5.4,0.1524,71.3,0.00401199,120.061
500,11.2,0.0508,71.3,0.014072,130.311
1000,0,0.1016,71.3,0.00121072,128.825
8000,4,0.2286,55.5,0.0042862,112.524
250,12.3,0.1016,55.5,0.0368233,133.294
500,8.9,0.1016,71.3,0.0103088,138.523
4000,9.5,0.0254,31.7,0.00461377,126.736
16000,0,0.0254,55.5,0.00041229,125.683
2500,0,0.0508,55.5,0.00076193,133.956
630,17.4,0.0254,71.3,0.016104,122.606
500,12.3,0.1016,55.5,0.0368233,133.774
1250,0,0.0508,31.7,0.000812164,129.27
8000,0,0.2286,71.3,0.00214345,118.024
1000,3,0.3048,71.3,0.00425727,129.004
1600,12.6,0.1524,71.3,0.0483159,120.534
4000,4,0.2286,71.3,0.00400603,121.728
500,0,0.3048,31.7,0.00331266,127.315
630,0,0.1524,31.7,0.00209405,125.997
4000,0,0.1524,31.7,0.00209405,123.807
1000,0,0.0508,71.3,0.000740478,129.45
630,3,0.3048,55.5,0.00452492,129.569
2500,0,0.1524,31.7,0.00209405,125.867
2500,12.6,0.1524,71.3,0.0483159,115.234
1600,4,0.2286,31.7,0.00509068,125.229
4000,3.3,0.1016,31.7,0.00251435,124.852
3150,4.8,0.0254,39.6,0.000907475,133.436
4000,8.9,0.1016,71.3,0.0103088,120.243
800,1.5,0.3048,39.6,0.00392107,128.831
1000,3.3,0.1016,55.5,0.002211,131.129
315,15.4,0.0508,39.6,0.0282593,124.493
1250,7.3,0.2286,39.6,0.0123481,123.189
500,11.2,0.0508,39.6,0.0150478,131.96
1000,2,0.2286,31.7,0.00372371,130.307
500,12.6,0.1524,39.6,0.0584113,114.9
3150,0,0.1016,31.7,0.00150092,129.973
1250,15.6,0.1016,71.3,0.0437259,123.178
2500,2,0.2286,55.5,0.00313525,123.862
3150,7.2,0.1524,71.3,0.00752039,116.783
1600,2.7,0.1524,71.3,0.00243851,130.644
315,12.7,0.0254,39.6,0.0130253,123.537
1000,5.4,0.1524,71.3,0.00401199,133.201
5000,1.5,0.3048,71.3,0.00336729,119.632
800,11.2,0.0508,71.3,0.014072,136.031
630,22.2,0.0254,39.6,0.0229028,137.026
4000,4,0.3048,39.6,0.00579636,115.863
630,17.4,0.0254,55.5,0.0165706,122.411
1600,0,0.3048,31.7,0.00331266,122.365
6300,2,0.2286,71.3,0.00293031,120.786
1000,4,0.2286,71.3,0.00400603,131.708
10000,12.7,0.0254,39.6,0.0130253,116.017
4000,3.3,0.1016,71.3,0.00202822,128.704
1250,2,0.2286,31.7,0.00372371,128.677
400,4,0.2286,31.7,0.00509068,126.149
6300,5.4,0.1524,39.6,0.00485029,116.677
630,8.9,0.1016,71.3,0.0103088,138.423
5000,22.2,0.0254,71.3,0.0214178,125.727
1600,0,0.3048,55.5,0.00283081,126.986
630,4,0.3048,39.6,0.00579636,131.073
2500,0,0.1524,71.3,0.0015988,128.127
1000,4,0.3048,71.3,0.00497773,131.015
800,0,0.1016,39.6,0.00146332,128.401
250,5.3,0.2286,39.6,0.00614329,127.011
2500,19.7,0.0508,71.3,0.0341183,118.385
630,12.6,0.1524,39.6,0.0584113,116.55
630,4,0.2286,55.5,0.0042862,129.964
1600,9.9,0.1524,39.6,0.0233328,118.545
